City,Time,Temperature,Humidity,Pressure,WindSpeed,Weather_Class
Bengaluru,2026-08-02T10:00,28.2,54,908.8,19.8,Warm
Bengaluru,2026-08-02T11:00,27.0,59,908.7,19.9,Warm
Bengaluru,2026-08-02T12:00,25.8,64,908.7,20.0,Warm
Bengaluru,2026-08-02T13:00,24.8,69,909.2,19.6,Cool
Bengaluru,2026-08-02T14:00,23.7,74,910.0,18.6,Cool
Bengaluru,2026-08-02T15:00,22.7,78,910.6,18.0,Cool
Bengaluru,2026-08-02T16:00,21.9,80,911.0,17.9,Cool
Bengaluru,2026-08-02T17:00,21.3,81,911.4,17.8,Cool
Bengaluru,2026-08-02T18:00,20.8,82,911.5,17.9,Cool
Bengaluru,2026-08-02T19:00,20.7,82,911.1,18.2,Cool
Bengaluru,2026-08-02T20:00,20.8,82,910.3,18.8,Cool
Bengaluru,2026-08-02T21:00,20.8,82,909.8,19.0,Cool
Bengaluru,2026-08-02T22:00,20.1,89,910.0,16.9,Cool
Bengaluru,2026-08-02T23:00,20.2,89,909.6,16.8,Cool
Bengaluru,2026-08-03T00:00,20.6,88,909.4,17.2,Cool
Bengaluru,2026-08-03T01:00,21.2,84,909.6,17.8,Cool
Bengaluru,2026-08-03T02:00,22.1,79,910.1,19.0,Cool
Bengaluru,2026-08-03T03:00,23.2,73,910.7,20.4,Cool
Bengaluru,2026-08-03T04:00,24.3,68,911.3,21.8,Cool
Bengaluru,2026-08-03T05:00,25.2,63,911.7,23.0,Warm
Bengaluru,2026-08-03T06:00,25.9,61,911.9,23.6,Warm
Bengaluru,2026-08-03T07:00,26.2,59,911.7,23.6,Warm
Bengaluru,2026-08-03T08:00,26.4,59,911.3,23.2,Warm
Bengaluru,2026-08-03T09:00,26.4,58,910.6,22.5,Warm
Bengaluru,2026-08-03T10:00,26.3,59,910.0,21.6,Warm
Bengaluru,2026-08-03T11:00,26.1,60,909.5,20.9,Warm
Bengaluru,2026-08-03T12:00,25.7,62,909.3,20.2,Warm
Bengaluru,2026-08-03T13:00,25.2,64,909.5,19.7,Warm
Bengaluru,2026-08-03T14:00,24.3,68,910.1,19.2,Cool
Bengaluru,2026-08-03T15:00,23.4,72,910.8,18.8,Cool
Bengaluru,2026-08-03T16:00,22.5,77,911.5,18.4,Cool
Bengaluru,2026-08-03T17:00,21.6,81,912.0,18.0,Cool
Bengaluru,2026-08-03T18:00,21.0,85,912.3,17.7,Cool
Bengaluru,2026-08-03T19:00,20.5,87,912.2,17.3,Cool
Bengaluru,2026-08-03T20:00,20.1,91,911.9,17.2,Cool
Bengaluru,2026-08-03T21:00,19.8,93,911.4,16.8,Cool
Bengaluru,2026-08-03T22:00,19.6,93,911.0,16.6,Cool
Bengaluru,2026-08-03T23:00,19.7,93,910.7,16.6,Cool
